node_id,label,type,work_count,total_amount,avg_risk,critical_count,degree_centrality,agency_network_score
IDA:BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA),BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA),IDA,82,42090595.0,38.9,5,0.0006,45.0
IDA:DARBHANGA(DISTRICT PLANNING OFFICER DARBANGA_IDA),DARBHANGA(DISTRICT PLANNING OFFICER DARBANGA_IDA),IDA,138,68498064.0,32.8,13,0.0012,45.0
IDA:BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),IDA,237,81660655.0,19.6,12,0.0025,45.0
IDA:Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),IDA,130,59179902.0,44.3,7,0.0012,45.0
IDA:ASHOKNAGAR(DISTRICT COLLECTOR ASHOKNAGAR_IDA),ASHOKNAGAR(DISTRICT COLLECTOR ASHOKNAGAR_IDA),IDA,14,17590529.0,35.1,5,0.0006,45.0
IDA:DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),IDA,80,42932986.0,49.3,16,0.0006,45.0
IDA:PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA),PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA),IDA,161,64738107.0,49.1,20,0.0018,45.0
IDA:AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),IDA,82,38539750.0,41.4,19,0.0012,45.0
IDA:SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA),SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA),IDA,71,20080227.0,27.0,11,0.0025,45.0
IDA:TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA),TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA),IDA,29,15970000.0,44.6,9,0.0012,45.0
IDA:BARWANI(DISTRICT COLLECTOR BADWANI_IDA),BARWANI(DISTRICT COLLECTOR BADWANI_IDA),IDA,84,26156484.0,30.1,11,0.0006,45.0
IDA:Narsimhapur(DISTRICT COLLECTOR NARSINGHPUR_IDA),Narsimhapur(DISTRICT COLLECTOR NARSINGHPUR_IDA),IDA,79,13422884.0,30.8,5,0.0012,45.0
IDA:SALEM(DISTRICT COLLECTOR SALEM_IDA),SALEM(DISTRICT COLLECTOR SALEM_IDA),IDA,47,23871974.0,46.3,6,0.0012,45.0
IDA:ANAND(District Collector ANAND_IDA),ANAND(District Collector ANAND_IDA),IDA,182,39275113.0,22.1,6,0.0012,45.0
IDA:TENKASI(DISTRICT COLLECTOR TENKASI_IDA),TENKASI(DISTRICT COLLECTOR TENKASI_IDA),IDA,47,57319815.0,44.3,9,0.0012,45.0
IDA:UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),IDA,139,40222905.0,38.7,47,0.0006,45.0
IDA:GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA),GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA),IDA,156,92408991.0,48.1,33,0.0012,45.0
IDA:JHAJJAR(DEPUTY COMMISSIONER cum NODAL OFFICER MPLADS JHAJJAR),JHAJJAR(DEPUTY COMMISSIONER cum NODAL OFFICER MPLADS JHAJJAR),IDA,39,27950609.0,39.4,6,0.0006,45.0
IDA:GARIYABAND(Collectro Gariaband_IDA),GARIYABAND(Collectro Gariaband_IDA),IDA,21,9300000.0,43.7,8,0.0006,45.0
IDA:DHAR(DISTRICT COLLECTOR DHAR_IDA),DHAR(DISTRICT COLLECTOR DHAR_IDA),IDA,94,39997824.0,40.7,6,0.0012,45.0
IDA:ARVALLI(DISTRICT COLLECTOR ARVALLI_IDA),ARVALLI(DISTRICT COLLECTOR ARVALLI_IDA),IDA,62,19400000.0,33.0,13,0.0006,45.0
IDA:AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA),AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA),IDA,44,16943646.0,38.0,14,0.0006,45.0
IDA:NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA),NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA),IDA,105,14319067.0,37.5,10,0.0006,45.0
IDA:HISAR(DEPUTY COMMISSIONER HISSAR_IDA),HISAR(DEPUTY COMMISSIONER HISSAR_IDA),IDA,136,54772470.0,39.7,22,0.0018,45.0
IDA:BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA),BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA),IDA,147,163631673.6,25.5,7,0.0012,45.0
IDA:KANGRA(DEPUTY COMMISSIONER KANGRA_IDA),KANGRA(DEPUTY COMMISSIONER KANGRA_IDA),IDA,122,30669721.0,40.8,10,0.0012,45.0
IDA:CHHINDWARA(DISTRICT COLLECTOR CHHINDWARA_IDA),CHHINDWARA(DISTRICT COLLECTOR CHHINDWARA_IDA),IDA,193,36249130.0,23.0,5,0.0006,45.0
IDA:PATHANAMTHITTA(DISTRICT COLLECTOR PATHANAMTHITTA_IDA),PATHANAMTHITTA(DISTRICT COLLECTOR PATHANAMTHITTA_IDA),IDA,62,23184177.0,47.8,14,0.0006,45.0
IDA:Sri Sathya Sai(DISTRICT COLLECTOR SRI SATHYA SAI_IDA),Sri Sathya Sai(DISTRICT COLLECTOR SRI SATHYA SAI_IDA),IDA,48,40249593.0,30.5,10,0.0006,45.0
IDA:VADODARA(DISTRICT COLLECTOR VADODARA_IDA),VADODARA(DISTRICT COLLECTOR VADODARA_IDA),IDA,108,55668183.0,27.5,11,0.0018,45.0
IDA:MUZAFFARPUR(DISTRICT PLANNING OFFICER MUZAFFARPUR_IDA),MUZAFFARPUR(DISTRICT PLANNING OFFICER MUZAFFARPUR_IDA),IDA,64,125591933.0,35.4,18,0.0012,45.0
IDA:KAITHAL(DC CUM NODAL OFFICERS MPLADS),KAITHAL(DC CUM NODAL OFFICERS MPLADS),IDA,50,17887825.0,41.5,11,0.0006,45.0
IDA:RAYAGADA(DISTRICT COLLECTOR RAYAGADA_IDA),RAYAGADA(DISTRICT COLLECTOR RAYAGADA_IDA),IDA,37,12462424.0,36.7,11,0.0006,45.0
IDA:MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),IDA,85,88550206.0,39.0,5,0.0012,45.0
IDA:MARIGAON(District Development Commissioner Morigaon),MARIGAON(District Development Commissioner Morigaon),IDA,49,22890000.0,43.7,5,0.0006,45.0
IDA:PASCHIM BARDHAMAN(DISTRICT MAGISTRATE PASCHIM BARDHAMAN_IDA),PASCHIM BARDHAMAN(DISTRICT MAGISTRATE PASCHIM BARDHAMAN_IDA),IDA,27,70005307.0,44.5,6,0.0012,45.0
IDA:NORTH GARO HILLS(DEPUTY COMMISSIONER NORTH GARO HILLS RESUBELPARA_IDA),NORTH GARO HILLS(DEPUTY COMMISSIONER NORTH GARO HILLS RESUBELPARA_IDA),IDA,21,6550000.0,37.7,5,0.0006,45.0
IDA:HAVERI(DEPUTY COMMISSIONER HAVERI_IDA),HAVERI(DEPUTY COMMISSIONER HAVERI_IDA),IDA,37,21241407.0,46.4,12,0.0012,45.0
IDA:KHAGARIA(DISTRICT PLANNING OFFICER KHAGARIA_IDA),KHAGARIA(DISTRICT PLANNING OFFICER KHAGARIA_IDA),IDA,38,38668789.0,44.6,16,0.0006,45.0
IDA:AKOLA(DISTRICT COLLECTOR AKOLA_IDA),AKOLA(DISTRICT COLLECTOR AKOLA_IDA),IDA,53,51071749.0,46.2,12,0.0006,45.0
IDA:BAREILLY(DISTRICT MAGISTRAE BAREILLY_IDA),BAREILLY(DISTRICT MAGISTRAE BAREILLY_IDA),IDA,72,38996946.0,32.3,24,0.0012,45.0
IDA:Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA),Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA),IDA,66,67101726.0,42.6,17,0.0012,45.0
IDA:KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA),KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA),IDA,169,50600000.0,37.3,19,0.0006,45.0
IDA:PURI(DISTRICT COLLECTOR PURI_IDA),PURI(DISTRICT COLLECTOR PURI_IDA),IDA,357,34818113.0,44.9,124,0.0012,45.0
IDA:JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),IDA,1330,70077927.0,25.6,54,0.0012,45.0
IDA:MAHASAMUND(DISTRICT COLLECTOR MAHASAMUND_IDA),MAHASAMUND(DISTRICT COLLECTOR MAHASAMUND_IDA),IDA,55,34313836.0,47.1,23,0.0006,45.0
IDA:SABAR KANTHA(DISTRICT COLLECTOR SABARKANTHA_IDA),SABAR KANTHA(DISTRICT COLLECTOR SABARKANTHA_IDA),IDA,69,24196000.0,34.4,18,0.0006,45.0
IDA:Nayagada(DISTRICT COLLECTOR  NAYAGARH_IDA),Nayagada(DISTRICT COLLECTOR  NAYAGARH_IDA),IDA,335,32715000.0,48.1,105,0.0018,45.0
IDA:BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA),BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA),IDA,71,74889070.0,48.6,13,0.0031,45.0
IDA:KHEDA(DISTRICT COLLECTOR KHEDA_IDA),KHEDA(DISTRICT COLLECTOR KHEDA_IDA),IDA,174,35435432.0,22.4,6,0.0012,45.0
IDA:BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA),BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA),IDA,45,17031229.0,35.0,14,0.0012,45.0
IDA:MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA),MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA),IDA,96,60034392.0,41.1,9,0.0012,45.0
IDA:HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA),HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA),IDA,106,66441515.0,24.6,5,0.0018,45.0
IDA:SAGAR(DISTRICT COLLECTOR SAGAR_IDA),SAGAR(DISTRICT COLLECTOR SAGAR_IDA),IDA,75,42916999.0,22.7,5,0.0012,45.0
IDA:NASHIK(DISTRICT COLLECTOR NASHIK_IDA),NASHIK(DISTRICT COLLECTOR NASHIK_IDA),IDA,80,75193665.0,42.1,15,0.0018,45.0
IDA:MANSA(DEPUTY COMMISSIONER MANSA_IDA),MANSA(DEPUTY COMMISSIONER MANSA_IDA),IDA,75,26950753.0,20.8,6,0.0018,45.0
IDA:BARMER(DISTRICT COLLECTOR BARMER_IDA),BARMER(DISTRICT COLLECTOR BARMER_IDA),IDA,45,23100765.0,30.4,9,0.0006,45.0
IDA:HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA),HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA),IDA,158,98351476.0,26.5,6,0.0018,45.0
IDA:Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),IDA,177,60075190.0,44.6,53,0.0018,45.0
IDA:NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),IDA,250,89317050.0,33.4,42,0.0006,45.0
IDA:GANJAM(DISTRICT COLLECTOR GANJAM_IDA),GANJAM(DISTRICT COLLECTOR GANJAM_IDA),IDA,69,23600000.0,40.8,13,0.0006,45.0
IDA:WARDHA(DISTRICT COLLECTOR WARDHA_IDA),WARDHA(DISTRICT COLLECTOR WARDHA_IDA),IDA,41,32933040.0,41.8,11,0.0006,45.0
IDA:BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),IDA,60,38014494.0,41.9,12,0.0006,45.0
IDA:Mayiladuthurai(District Collector Mayiladuthurai_IDA),Mayiladuthurai(District Collector Mayiladuthurai_IDA),IDA,25,19020000.0,35.7,6,0.0006,45.0
IDA:Davanagere(DEPUTY COMMISSIONER DAUANAGERE_IDA),Davanagere(DEPUTY COMMISSIONER DAUANAGERE_IDA),IDA,45,45000000.0,42.2,5,0.0006,45.0
IDA:ERODE(DISTRICT_COLLECTORE_ERODE_IDA),ERODE(DISTRICT_COLLECTORE_ERODE_IDA),IDA,63,61089186.0,35.0,5,0.0018,45.0
IDA:ROHTAS(District Planning Officer Rohtas_IDA),ROHTAS(District Planning Officer Rohtas_IDA),IDA,51,39857208.0,38.3,8,0.0025,45.0
IDA:BANKURA(DISTRICT MAGISTRATE BANKURA_IDA),BANKURA(DISTRICT MAGISTRATE BANKURA_IDA),IDA,87,111449207.0,49.2,28,0.0012,45.0
IDA:PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA),PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA),IDA,201,39479200.0,41.1,35,0.0012,45.0
IDA:Viluppuram(DISTRICT COLLECTOR VILLUPURAM_IDA),Viluppuram(DISTRICT COLLECTOR VILLUPURAM_IDA),IDA,95,70090467.0,20.4,8,0.0012,45.0
IDA:JHANSI(DISTRICT MAGISTRAE JHANSI_IDA),JHANSI(DISTRICT MAGISTRAE JHANSI_IDA),IDA,64,31534564.0,30.9,16,0.0012,45.0
IDA:KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA),KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA),IDA,17,16033559.0,42.2,5,0.0006,45.0
IDA:VIRUDHUNAGAR(DISTRICT COLLECTOR VIRUDHUNAGAR_IDA),VIRUDHUNAGAR(DISTRICT COLLECTOR VIRUDHUNAGAR_IDA),IDA,54,46910673.0,36.5,5,0.0018,45.0
IDA:SIDDIPET(District Collector Siddipet_IDA),SIDDIPET(District Collector Siddipet_IDA),IDA,89,32711282.0,42.7,9,0.0025,45.0
IDA:Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA),Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA),IDA,126,77886135.78,35.3,17,0.0012,45.0
IDA:ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA),ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA),IDA,147,92884224.0,47.9,21,0.0025,45.0
IDA:KANNIYAKUMARI(DISTRICT COLLECTOR KANNIYAKUMARI_IDA),KANNIYAKUMARI(DISTRICT COLLECTOR KANNIYAKUMARI_IDA),IDA,53,60176623.0,31.1,8,0.0006,45.0
IDA:Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),IDA,89,41092645.0,43.4,6,0.0018,45.0
IDA:Nandyal(DISTRICT COLLECTOR NANDYAL_IDA),Nandyal(DISTRICT COLLECTOR NANDYAL_IDA),IDA,76,37423392.0,23.6,6,0.0006,45.0
IDA:HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA),HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA),IDA,88,35944806.0,44.3,35,0.0012,45.0
IDA:NAGAON(DEPUTY COMMISSIONER NOWGONG_IDA),NAGAON(DEPUTY COMMISSIONER NOWGONG_IDA),IDA,40,19706000.0,45.3,10,0.0006,45.0
IDA:SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA),SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA),IDA,55,42292665.0,42.1,9,0.0006,45.0
IDA:Kendujhar(DISTRICT COLLECTOR KEONJHAR_IDA),Kendujhar(DISTRICT COLLECTOR KEONJHAR_IDA),IDA,81,25290000.0,48.4,11,0.0006,45.0
IDA:LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA),LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA),IDA,132,50570695.0,28.6,12,0.0018,45.0
IDA:KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA),IDA,95,31498000.0,26.7,11,0.0006,45.0
IDA:SANGLI(DISTRICT COLLECTOR SANGLI_IDA),SANGLI(DISTRICT COLLECTOR SANGLI_IDA),IDA,42,47375575.0,38.7,6,0.0012,45.0
IDA:WEST(COMMISSIONER MCD WEST),WEST(COMMISSIONER MCD WEST),IDA,2,2204542.0,55.4,0,0.0006,40.0
IDA:BOUDH(District Collector Boudh_IDA),BOUDH(District Collector Boudh_IDA),IDA,2,500000.0,56.0,0,0.0006,40.0
IDA:BARPETA(DEPUTY COMMISSIONER BARPETA 1),BARPETA(DEPUTY COMMISSIONER BARPETA 1),IDA,12,7850000.0,58.0,1,0.0012,40.0
IDA:BARAMULLA(DEPUTY COMMISSIONER BARAMULLAH_IDA),BARAMULLA(DEPUTY COMMISSIONER BARAMULLAH_IDA),IDA,8,2200000.0,51.5,0,0.0006,40.0
IDA:Cooch Behar(DISTRICT MAGISTRATE COOCHBEHAR_IDA),Cooch Behar(DISTRICT MAGISTRATE COOCHBEHAR_IDA),IDA,39,32035060.0,55.7,0,0.0006,40.0
IDA:WEST KARBI ANGLONG(DISTRICT COMMISSIONER WEST KARBI ANGLONG),WEST KARBI ANGLONG(DISTRICT COMMISSIONER WEST KARBI ANGLONG),IDA,8,3401202.0,51.0,1,0.0006,40.0
IDA:NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA),NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA),IDA,3,3197000.0,61.2,1,0.0006,40.0
IDA:CHARAIDEO(Deputy Commissioner Charaideo_IDA),CHARAIDEO(Deputy Commissioner Charaideo_IDA),IDA,39,8149156.0,54.3,1,0.0006,40.0
IDA:HINGOLI(DISTRICT COLLECTOR HINGOLI_IDA),HINGOLI(DISTRICT COLLECTOR HINGOLI_IDA),IDA,11,20427476.0,56.8,1,0.0006,40.0
IDA:YADGIR(Deputy Commsioner Yadgir_ida),YADGIR(Deputy Commsioner Yadgir_ida),IDA,11,10500000.0,55.2,1,0.0006,40.0
"IDA:UPPER SIANG(DISTRICT PLANNING OFFICER,YINGKIONG)","UPPER SIANG(DISTRICT PLANNING OFFICER,YINGKIONG)",IDA,1,2000000.0,55.4,0,0.0006,40.0
IDA:CHIRANG(Deputy Commissioner Chirang_IDA),CHIRANG(Deputy Commissioner Chirang_IDA),IDA,11,7600000.0,56.6,0,0.0012,40.0
IDA:DIBANG VALLEY(Deputy Commisioner Dibang Valley_IDA),DIBANG VALLEY(Deputy Commisioner Dibang Valley_IDA),IDA,1,1200000.0,54.1,0,0.0006,40.0
IDA:Khowai(DISTRICT MAGISTRATE and COLLECTOR  KHOWAI_IDA),Khowai(DISTRICT MAGISTRATE and COLLECTOR  KHOWAI_IDA),IDA,1,2500000.0,53.2,0,0.0006,40.0
IDA:GURUGRAM(DC CUM NODAL OFFICER MPLADS_5),GURUGRAM(DC CUM NODAL OFFICER MPLADS_5),IDA,8,9485000.0,54.3,0,0.0012,40.0
IDA:KOREA(Collector Korea_IDA),KOREA(Collector Korea_IDA),IDA,1,300000.0,54.1,0,0.0006,40.0
IDA:FATEHABAD(Deputy Commissioner Fatehabad),FATEHABAD(Deputy Commissioner Fatehabad),IDA,2,4600000.0,64.6,0,0.0006,40.0
IDA:Bapatla(DISTRICT COLLECTOR BAPATLA_IDA),Bapatla(DISTRICT COLLECTOR BAPATLA_IDA),IDA,1,1000000.0,56.4,0,0.0006,40.0
IDA:BAKSA(DEPUTY COMMISSIONER BAKSA_IDA),BAKSA(DEPUTY COMMISSIONER BAKSA_IDA),IDA,1,400000.0,54.6,0,0.0006,40.0
IDA:BAGHPAT(DISTRICT MAGISTRATE BAGHPAT_IDA),BAGHPAT(DISTRICT MAGISTRATE BAGHPAT_IDA),IDA,12,7722283.0,53.6,0,0.0006,40.0
IDA:Anoopgarh(DISTRICT COLLECTOR Anoopgarh_IDA),Anoopgarh(DISTRICT COLLECTOR Anoopgarh_IDA),IDA,2,2477799.0,57.5,0,0.0006,40.0
IDA:NORTH AND MIDDLE ANDAMAN(Implementing District Authority(N&MA)),NORTH AND MIDDLE ANDAMAN(Implementing District Authority(N&MA)),IDA,2,4996416.0,55.5,0,0.0006,40.0
IDA:CHATRA(DEPUTY COMMISSIONER CHATRA_IDA),CHATRA(DEPUTY COMMISSIONER CHATRA_IDA),IDA,1,300000.0,65.4,0,0.0006,40.0
IDA:MORENA(DISTRICT COLLECTOR MORENA_IDA),MORENA(DISTRICT COLLECTOR MORENA_IDA),IDA,1,500000.0,55.6,0,0.0006,40.0
IDA:SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA),SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA),IDA,4,97143000.0,52.2,0,0.0006,40.0
IDA:TAPI(District collector Tapi_IDA),TAPI(District collector Tapi_IDA),IDA,5,823500.0,57.2,1,0.0006,40.0
IDA:WASHIM(DISTRICT COLLECTOR WASHIM_IDA),WASHIM(DISTRICT COLLECTOR WASHIM_IDA),IDA,3,3300000.0,50.1,1,0.0006,40.0
IDA:JAMNAGAR(DISTRICT COLLECTOR JAMNAGAR_IDA),JAMNAGAR(DISTRICT COLLECTOR JAMNAGAR_IDA),IDA,8,4453803.0,53.2,1,0.0006,40.0
IDA:FARIDABAD(DEPUTY COMMISSIONER FARIDABAD_IDA),FARIDABAD(DEPUTY COMMISSIONER FARIDABAD_IDA),IDA,2,1437396.0,56.5,0,0.0006,40.0
IDA:KAMRUP(DEPUTY COMMISSIONER KAMRUP_IDA),KAMRUP(DEPUTY COMMISSIONER KAMRUP_IDA),IDA,8,4800000.0,51.9,1,0.0006,40.0
IDA:PERAMBALUR(DISTRICT COLLECTOR PERAMBALUR_IDA),PERAMBALUR(DISTRICT COLLECTOR PERAMBALUR_IDA),IDA,17,20935000.0,54.1,1,0.0012,40.0
IDA:RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA),RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA),IDA,17,3320000.0,55.1,0,0.0006,40.0
IDA:GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),IDA,21,21400000.0,55.6,1,0.0006,40.0
IDA:Budgam(Deputy Commissioner  Budgam_IDA),Budgam(Deputy Commissioner  Budgam_IDA),IDA,7,6267189.0,51.3,0,0.0012,40.0
IDA:PEREN(Deputy Commissioner Peren_IDA),PEREN(Deputy Commissioner Peren_IDA),IDA,2,250000.0,69.5,0,0.0006,40.0
IDA:Dhalai(DISTRICT MAGISTRATE DHALAI_IDA),Dhalai(DISTRICT MAGISTRATE DHALAI_IDA),IDA,3,11479250.0,62.0,1,0.0006,40.0
IDA:HANUMAKONDA(DISTRICT COLLECTOR HANUMAKONDA_IDA),HANUMAKONDA(DISTRICT COLLECTOR HANUMAKONDA_IDA),IDA,50,19550696.0,29.8,2,0.0012,30.0
IDA:Narayanpet(DISTRICT COLLECTOR NARAYANPET_IDA),Narayanpet(DISTRICT COLLECTOR NARAYANPET_IDA),IDA,30,8150000.0,41.3,3,0.0006,30.0
IDA:KURUKSHETRA(DEPUTY COMMISSIONER KURUKSHETRA_IDA),KURUKSHETRA(DEPUTY COMMISSIONER KURUKSHETRA_IDA),IDA,66,19268464.0,25.1,4,0.0006,30.0
IDA:KARUR(DISTRICT COLLECTOR KARUR_IDA),KARUR(DISTRICT COLLECTOR KARUR_IDA),IDA,34,21675532.0,37.5,3,0.0012,30.0
"IDA:EAST KHASI HILLS(Deputy Commissioner, East Khasi Hills District)","EAST KHASI HILLS(Deputy Commissioner, East Khasi Hills District)",IDA,29,14250000.0,44.4,3,0.0006,30.0
IDA:MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),IDA,228,49817626.0,41.7,2,0.0025,30.0
IDA:RAIGAD(DISTRICT COLLECTOR RAIGAD_IDA),RAIGAD(DISTRICT COLLECTOR RAIGAD_IDA),IDA,33,49065575.0,46.0,4,0.0012,30.0
IDA:BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani),BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani),IDA,23,7919617.0,39.8,4,0.0012,30.0
IDA:NORTH(COMMISSIONER MCD NORTH_IDA),NORTH(COMMISSIONER MCD NORTH_IDA),IDA,19,10714698.0,25.7,2,0.0006,30.0
IDA:Ananthapuramu(DISTRICT COLLECTOR ANANTAPUR_IDA),Ananthapuramu(DISTRICT COLLECTOR ANANTAPUR_IDA),IDA,45,39966186.0,27.4,4,0.0012,30.0
IDA:FATEHGARH SAHIB(DEPUTY COMMISSIONER FATEHGARH SAHIB_IDA),FATEHGARH SAHIB(DEPUTY COMMISSIONER FATEHGARH SAHIB_IDA),IDA,21,3755193.0,29.0,4,0.0006,30.0
IDA:WEST JAINTIA HILLS(DEPUTY COMMISSIONER WEST JAINTIA HILLS JOWAI_IDA),WEST JAINTIA HILLS(DEPUTY COMMISSIONER WEST JAINTIA HILLS JOWAI_IDA),IDA,13,5600000.0,48.3,2,0.0006,30.0
IDA:JIND(DEPUTY COMMISSIONER JIND),JIND(DEPUTY COMMISSIONER JIND),IDA,26,20055276.0,33.3,2,0.0018,30.0
IDA:RAJNANDGAON(DISTRICT COLLECTOR RAJNANDGAON_IDA),RAJNANDGAON(DISTRICT COLLECTOR RAJNANDGAON_IDA),IDA,13,5139888.0,28.8,2,0.0006,30.0
IDA:KORAPUT(District Collector Koraput_IDA),KORAPUT(District Collector Koraput_IDA),IDA,24,9197405.0,43.0,2,0.0012,30.0
IDA:Kataka(DISTRICT COLLECTOR CUTTACK_IDA),Kataka(DISTRICT COLLECTOR CUTTACK_IDA),IDA,60,17648000.0,25.8,3,0.0012,30.0
IDA:BALOD(Collector Balod_IDA),BALOD(Collector Balod_IDA),IDA,11,6363200.0,36.8,2,0.0006,30.0
IDA:YAMUNANAGAR(Deputy Commissioner YamunaNagar_IDA),YAMUNANAGAR(Deputy Commissioner YamunaNagar_IDA),IDA,20,5671000.0,34.1,2,0.0006,30.0
IDA:MAHABUBABAD(DISTRICT COLLECTOR MAHABUBABAD_IDA),MAHABUBABAD(DISTRICT COLLECTOR MAHABUBABAD_IDA),IDA,36,14125222.0,48.4,3,0.0012,30.0
IDA:KHAMMAM(DISTRICT COLLECTOR KHAMMAM_IDA),KHAMMAM(DISTRICT COLLECTOR KHAMMAM_IDA),IDA,46,17939146.0,29.1,3,0.0006,30.0
IDA:CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT)),CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT)),IDA,14,8688176.0,39.3,4,0.0018,30.0
IDA:KOPPAL(DEPUTY COMMISSIONER KOPPAL_IDA),KOPPAL(DEPUTY COMMISSIONER KOPPAL_IDA),IDA,73,39547382.0,41.4,4,0.0006,30.0
IDA:MAHABUBNAGAR(DISTRICT COLLECTOR MAHABUBNAGAR_3),MAHABUBNAGAR(DISTRICT COLLECTOR MAHABUBNAGAR_3),IDA,38,11905687.0,29.4,3,0.0012,30.0
