work_id,state,ida,mp_name,constituency,work_category,work_description_clean,recommended_dt,sanction_dt,sanction_amount,sanction_delay_days,work_status,v1_anomaly_score,cost_anomaly_score,delay_anomaly_score,duplicate_score,fund_utilization_score,v1_contrib,cost_contrib,delay_contrib,duplicate_contrib,fund_contrib,base_weighted_sum,max_signal,composite_risk_score,risk_level,risk_reasons
WS/MP561/2024-2025/142715-Installing tube-wells and borewells,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),Ravi Shankar Prasad,PATNA SAHIB,Normal/Others,Boring and water supply work near the house of East Kasba Ramsingh in Ward No. 61 under Patna Sahib Assembly.,2024-09-24,2024-10-22,246500.0,28,Physical Inspection,12.7,15.0,15.0,0.0,15.0,5.08,2.25,2.25,0.0,2.25,11.83,15.0,13.7,Low,🟢 Project parameters within standard baseline bounds.
WS/MP561/2024-2025/142716-Installing tube-wells and borewells,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),Ravi Shankar Prasad,PATNA SAHIB,Normal/Others,Boring and water supply work near West Kasba Shiv Mandir in Ward No. 61 under Patna Sahib Assembly.,2024-09-24,2024-10-22,246500.0,28,Physical Inspection,12.7,15.0,15.0,0.0,15.0,5.08,2.25,2.25,0.0,2.25,11.83,15.0,13.7,Low,🟢 Project parameters within standard baseline bounds.
WS/MP561/2024-2025/142717-Installing hand pumps,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),Ravi Shankar Prasad,PATNA SAHIB,Normal/Others,Hand pump work near Durga Temple in Chutkalla Nand Gali of Chanmari Road in Ward No. 29 under Patna Sahib Lok Sabha.,2024-09-24,2024-11-19,73753.0,56,Physical Inspection,15.1,15.0,15.0,0.0,15.0,6.04,2.25,2.25,0.0,2.25,12.79,15.1,14.2,Low,🟢 Project parameters within standard baseline bounds.
WS/MP561/2024-2025/142718-Installing hand pumps,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),Ravi Shankar Prasad,PATNA SAHIB,Normal/Others,Construction work of hand pump near Ranjit Singh's house in Lakchipur Koli village under Fatuha Sahib assembly.,2024-09-24,2025-03-27,68653.0,184,Physical Inspection,26.1,15.0,75.0,0.0,15.0,10.44,2.25,11.25,0.0,2.25,26.189999999999998,75.0,55.5,Medium,🔴 Delay anomaly: Recommendation-to-sanction lag of 184 days.
"WS/MP18311/2024-2025/142721-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",Punjab,RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA),MALVINDER SINGH KANG,ANANDPUR SAHIB,Normal/Others,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM center at village Akabarpur",2024-09-24,2024-11-04,200000.0,41,Vendor Identification,23.9,15.0,15.0,0.0,15.0,9.56,2.25,2.25,0.0,2.25,16.310000000000002,23.9,20.9,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18278/2024-2025/142722-Street lights,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),KAMLESH JANGDE,JANJGIR CHAMPA(SC),Normal/Others,GRAM PANCHAYAT NANDELI ME STREET LIGHTS,2024-09-23,2024-10-22,500000.0,29,Physical Inspection,11.8,15.0,15.0,0.0,15.0,4.72,2.25,2.25,0.0,2.25,11.469999999999999,15.0,13.6,Low,🟢 Project parameters within standard baseline bounds.
"WS/MP18278/2024-2025/142723-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),KAMLESH JANGDE,JANJGIR CHAMPA(SC),Normal/Others,GRAM PANCHAYAT AMGAON ME C.C. ROAD NIRMARAN(AMRIIT BHARGAW GHAR SE RESHAM TANDAN GHAR KI ORE),2024-09-23,2024-10-09,300000.0,16,Physical Inspection,15.8,15.0,15.0,0.0,15.0,6.32,2.25,2.25,0.0,2.25,13.07,15.8,14.7,Low,🟢 Project parameters within standard baseline bounds.
"WS/MP18278/2024-2025/142724-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),KAMLESH JANGDE,JANJGIR CHAMPA(SC),Normal/Others,GRAM PANCHAYAT CHORBHATTI ME C.C. ROAD NIRMARAN(MEN ROAD SE AAGE KI ORE),2024-09-23,2024-10-09,500000.0,16,Physical Inspection,13.5,15.0,15.0,0.0,15.0,5.4,2.25,2.25,0.0,2.25,12.15,15.0,13.9,Low,🟢 Project parameters within standard baseline bounds.
"WS/MP18278/2024-2025/142725-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),KAMLESH JANGDE,JANJGIR CHAMPA(SC),Normal/Others,GRAM PANCHAYAT LAWSARA ME C.C. ROAD NIRMARAN(PATHARRI TALAB SE NARAYANA BARETH GHAR KI ORE),2024-09-23,2024-11-19,799562.0,57,Physical Inspection,15.7,15.0,15.0,0.0,15.0,6.28,2.25,2.25,0.0,2.25,13.030000000000001,15.7,14.6,Low,🟢 Project parameters within standard baseline bounds.
"WS/MP18278/2024-2025/142726-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),KAMLESH JANGDE,JANJGIR CHAMPA(SC),Normal/Others,GRAM PANCHAYAT PASID ME C.C. ROAD NIRMARAN(GAURAV PATH SE ANICUT KI ORE),2024-09-23,2024-10-04,600000.0,11,Physical Inspection,16.4,15.0,15.0,0.0,15.0,6.56,2.25,2.25,0.0,2.25,13.309999999999999,16.4,15.2,Low,🟢 Project parameters within standard baseline bounds.
"WS/MP18278/2024-2025/142727-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),KAMLESH JANGDE,JANJGIR CHAMPA(SC),Normal/Others,GRAM PANCHAYAT DODAKI ME C.C. ROAD NIRMARAN(MEN ROAD SE MAHADEV SATNAMI GHAR KI ORE),2024-09-23,2024-11-08,1000000.0,46,Physical Inspection,14.5,15.0,15.0,0.0,15.0,5.8,2.25,2.25,0.0,2.25,12.55,15.0,14.0,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18278/2024-2025/142728-Street lights,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),KAMLESH JANGDE,JANJGIR CHAMPA(SC),Normal/Others,GRAM PANCHAYAT SENDURAS ME (STREET LIGHTS),2024-09-23,2024-10-22,1296216.0,29,Physical Inspection,16.7,15.0,15.0,0.0,15.0,6.68,2.25,2.25,0.0,2.25,13.43,16.7,15.4,Low,🟢 Project parameters within standard baseline bounds.
"WS/MP18278/2024-2025/142729-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA),KAMLESH JANGDE,JANJGIR CHAMPA(SC),Normal/Others,GRAM PANCHAYAT TUSMA ME C.C. ROAD NIRMARAN(JITENDRA SAHU KE GHAR SE DHANI RAM SAHU GHAR KI ORE),2024-09-23,2024-10-04,499989.0,11,Physical Inspection,14.4,15.0,15.0,0.0,15.0,5.76,2.25,2.25,0.0,2.25,12.51,15.0,14.0,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18041/2024-2025/142733-Street lights,Bihar,PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA),RAJESH RANJAN ALIAS PAPPU YADAV,PURNEA,Normal/Others,16 miter unchai wale L.E.D. (150*8) high mask light maranga chauk bypass aek adad  adhisthapit karne ki anusansha ki jati hai,2024-09-23,2024-12-06,850000.0,74,Physical Inspection,10.2,15.0,15.0,0.0,15.0,4.08,2.25,2.25,0.0,2.25,10.83,15.0,13.3,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18311/2024-2025/142734-Construction of buildings for community cultural activities,Punjab,RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA),MALVINDER SINGH KANG,ANANDPUR SAHIB,Normal/Others,Construction of room for community cultural activities at village Bagwali,2024-09-24,2024-11-04,200000.0,41,Physical Inspection,11.2,15.0,15.0,0.0,15.0,4.48,2.25,2.25,0.0,2.25,11.23,15.0,13.5,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18311/2024-2025/142735-Construction of rooms and halls in school and colleges,Punjab,RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA),MALVINDER SINGH KANG,ANANDPUR SAHIB,Normal/Others,Construction of rooms in govt school at village bhagalan,2024-09-24,2024-11-04,200000.0,41,Vendor Identification,23.9,15.0,15.0,0.0,15.0,9.56,2.25,2.25,0.0,2.25,16.310000000000002,23.9,20.9,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18311/2024-2025/142736-Construction of buildings for community cultural activities,Punjab,RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA),MALVINDER SINGH KANG,ANANDPUR SAHIB,Normal/Others,Construction of room for community cultural activities at village Alampur,2024-09-24,2024-11-04,200000.0,41,Vendor Identification,23.9,15.0,15.0,0.0,15.0,9.56,2.25,2.25,0.0,2.25,16.310000000000002,23.9,20.9,Low,🟢 Project parameters within standard baseline bounds.
WS/MP654/2024-2025/142738-Construction of culverts and bridges,Madhya Pradesh,ANUPPUR(DISTRICT COLLECTOR ANUPPUR_IDA),Smt Himadri Singh,SHAHDOL (ST),Normal/Others,"Construction work of a culvert in  Kahjuraha Nala, Baiga Mohalla",2024-09-23,2024-11-06,1495940.0,44,Physical Inspection,17.2,15.0,15.0,0.0,15.0,6.88,2.25,2.25,0.0,2.25,13.629999999999999,17.2,15.8,Low,🟢 Project parameters within standard baseline bounds.
WS/MP654/2024-2025/142739-Construction of culverts and bridges,Madhya Pradesh,ANUPPUR(DISTRICT COLLECTOR ANUPPUR_IDA),Smt Himadri Singh,SHAHDOL (ST),Normal/Others,"Construction work of a culvert in semardhar nala, village Mauhari.",2024-09-23,2024-11-06,999300.0,44,Physical Inspection,10.9,15.0,15.0,0.0,15.0,4.36,2.25,2.25,0.0,2.25,11.11,15.0,13.4,Low,🟢 Project parameters within standard baseline bounds.
WS/MP654/2024-2025/142740-Construction of culverts and bridges,Madhya Pradesh,ANUPPUR(DISTRICT COLLECTOR ANUPPUR_IDA),Smt Himadri Singh,SHAHDOL (ST),Normal/Others,"Construction work of a culvert in ward no. 09, Dadratola",2024-09-23,2024-11-06,999000.0,44,Physical Inspection,10.9,15.0,15.0,0.0,15.0,4.36,2.25,2.25,0.0,2.25,11.11,15.0,13.4,Low,🟢 Project parameters within standard baseline bounds.
WS/MP654/2024-2025/142741-Construction of culverts and bridges,Madhya Pradesh,ANUPPUR(DISTRICT COLLECTOR ANUPPUR_IDA),Smt Himadri Singh,SHAHDOL (ST),Normal/Others,construction of culvert near sant kumar's field.,2024-09-23,2024-11-06,1499800.0,44,Physical Inspection,17.6,15.0,15.0,0.0,15.0,7.04,2.25,2.25,0.0,2.25,13.79,17.6,16.1,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18183/2024-2025/142746-Construction of bus-sheds or bus-stops,Tamil Nadu,THANJAVUR(DISTRICT COLLECTOR THANJAVUR_IDA),MURASOLI S,THANJAVUR,Normal/Others,"Construction of new bus station near Panikondan viduthi vilage near anna silai,thiruvonam",2024-09-23,2025-02-14,1349747.0,144,Physical Inspection,13.0,15.0,45.0,0.0,15.0,5.2,2.25,6.75,0.0,2.25,16.45,45.0,33.6,Low,🟢 Project parameters within standard baseline bounds.
"WS/MP18182/2025-2026/142750-Construction of roads, link roads, pathways or any other road with or without drainage system",Tamil Nadu,TENKASI(DISTRICT COLLECTOR TENKASI_IDA),DR RANI SRI KUMAR,TENKASI(SC),Normal/Others,Providing cement congrete Road and construction of storm water drain at Ward No.6 in Malayan Street (Satya Nagar) in Tenkasi Municipality.,2024-09-23,2025-04-04,1900000.0,193,Physical Inspection,16.6,15.0,75.0,0.0,15.0,6.64,2.25,11.25,0.0,2.25,22.39,75.0,54.0,Medium,🔴 Delay anomaly: Recommendation-to-sanction lag of 193 days.
"WS/MP18182/2025-2026/142751-Construction of roads, link roads, pathways or any other road with or without drainage system",Tamil Nadu,TENKASI(DISTRICT COLLECTOR TENKASI_IDA),DR RANI SRI KUMAR,TENKASI(SC),Normal/Others,Conversion of Earthern to Black top Road at Mangammal Salai in Tenkasi Municipality,2024-09-23,2025-04-04,3100000.0,193,Physical Inspection,26.4,15.0,75.0,0.0,15.0,10.56,2.25,11.25,0.0,2.25,26.310000000000002,75.0,55.5,Medium,🔴 Delay anomaly: Recommendation-to-sanction lag of 193 days.
WS/MP18021/2024-2025/142759-Construction of bus-sheds or bus-stops,Assam,DHUBRI(DEPUTY COMMISSIONER DHUBRI_IDA),RAKIBUL HUSSAIN,DHUBRI,Normal/Others,Construction of Waiting Shed at Birat Nagar Chairali,2024-09-23,2024-11-08,500000.0,46,Vendor Identification,31.6,15.0,15.0,0.0,15.0,12.64,2.25,2.25,0.0,2.25,19.39,31.6,26.7,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18021/2024-2025/142761-Construction of boundary walls of existing public and community buildings,Assam,DHUBRI(DEPUTY COMMISSIONER DHUBRI_IDA),RAKIBUL HUSSAIN,DHUBRI,Normal/Others,Construction of Boundary wall near Satduburi Par Graveyard at village Bidyardabri.,2024-09-23,2024-11-09,500000.0,47,Vendor Identification,31.1,15.0,15.0,0.0,15.0,12.44,2.25,2.25,0.0,2.25,19.189999999999998,31.1,26.3,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18021/2024-2025/142763-Construction of boundary walls of existing public and community buildings,Assam,DHUBRI(DEPUTY COMMISSIONER DHUBRI_IDA),RAKIBUL HUSSAIN,DHUBRI,Normal/Others,Construction of Boundary Wall of Play ground near Iddgha Math situated at Matiaboug,2024-09-23,2024-11-09,500000.0,47,Vendor Identification,31.1,15.0,15.0,0.0,15.0,12.44,2.25,2.25,0.0,2.25,19.189999999999998,31.1,26.3,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18021/2024-2025/142774-Construction of community centers and community halls,Assam,DHUBRI(DEPUTY COMMISSIONER DHUBRI_IDA),RAKIBUL HUSSAIN,DHUBRI,Normal/Others,Construction of Community Hall at Raniganj,2024-09-23,2024-11-09,500000.0,47,Vendor Identification,31.1,15.0,15.0,0.0,15.0,12.44,2.25,2.25,0.0,2.25,19.189999999999998,31.1,26.3,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18021/2024-2025/142776-Construction of community centers and community halls,Assam,DHUBRI(DEPUTY COMMISSIONER DHUBRI_IDA),RAKIBUL HUSSAIN,DHUBRI,Normal/Others,Construction of Community Hall at Tillapara Weekly Market near Modal School,2024-09-23,2024-11-09,500000.0,47,Vendor Identification,31.1,15.0,15.0,0.0,15.0,12.44,2.25,2.25,0.0,2.25,19.189999999999998,31.1,26.3,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18199/2024-2025/142779-Construction of rooms and halls in school and colleges,Uttar Pradesh,AMBEDKAR NAGAR(DISTRICT MAGISTRATE AMBEDKAR NAGAR_IDA),LALJI VERMA,AMBEDKAR NAGAR,Trust and Society,RAM CHARAN RAM AWADH SMARAK INTER COLLEGE BHIKHUPUR AKBARPUR AMBEDKAR NAGAR,2024-09-23,2025-03-22,500000.0,180,Physical Inspection,47.6,15.0,75.0,0.0,15.0,19.04,2.25,11.25,0.0,2.25,34.79,75.0,58.9,Medium,🔴 Delay anomaly: Recommendation-to-sanction lag of 180 days. | 🟠 Category signal: Special entity category 'Trust and Society'.
"WS/MP574/2024-2025/142790-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA),Bharatsinhji Shankarji Dabhi,PATAN,Normal/Others,narsang sumrabhai men rod thi bhatha para taraf d.p sudhi c.c. road nu kam,2024-09-23,2025-03-24,300000.0,182,Physical Inspection,9.8,15.0,75.0,0.0,15.0,3.92,2.25,11.25,0.0,2.25,19.67,75.0,52.9,Medium,🔴 Delay anomaly: Recommendation-to-sanction lag of 182 days.
WS/MP18041/2024-2025/142795-Street lights,Bihar,PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA),RAJESH RANJAN ALIAS PAPPU YADAV,PURNEA,Normal/Others,16 miter unchai wale L.E.D. (150*8) high mask light DRC bhawan ke samne aek adad  adhisthapit karne ki anusansha ki jati hai,2024-09-23,2024-12-06,850000.0,74,Physical Inspection,10.2,15.0,15.0,0.0,15.0,4.08,2.25,2.25,0.0,2.25,10.83,15.0,13.3,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18041/2024-2025/142796-Street lights,Bihar,PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA),RAJESH RANJAN ALIAS PAPPU YADAV,PURNEA,Normal/Others,16 miter unchai wale L.E.D. (150*8) high mask light domrahi income tax office ke samne  aek adad adhisthapit karne ki anusansha ki jati hai,2024-09-23,2024-12-06,850000.0,74,Physical Inspection,10.2,15.0,15.0,0.0,15.0,4.08,2.25,2.25,0.0,2.25,10.83,15.0,13.3,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18041/2024-2025/142797-Street lights,Bihar,PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA),RAJESH RANJAN ALIAS PAPPU YADAV,PURNEA,Normal/Others,16 miter unchai wale L.E.D. (150*8) high mask light samharnalay parishar me aek adad adhisthapit karne ki anusansha ki jati hai,2024-09-23,2024-12-06,850000.0,74,Physical Inspection,10.2,15.0,15.0,0.0,15.0,4.08,2.25,2.25,0.0,2.25,10.83,15.0,13.3,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18041/2024-2025/142798-Street lights,Bihar,PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA),RAJESH RANJAN ALIAS PAPPU YADAV,PURNEA,Normal/Others,16 miter unchai wale L.E.D. (150*8) high mask light loha patti me aek adad adhisthapit karne ki anusansha ki jati hai,2024-09-23,2024-12-06,850000.0,74,Physical Inspection,10.2,15.0,15.0,0.0,15.0,4.08,2.25,2.25,0.0,2.25,10.83,15.0,13.3,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18041/2024-2025/142799-Street lights,Bihar,PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA),RAJESH RANJAN ALIAS PAPPU YADAV,PURNEA,Normal/Others,16 miter unchai wale L.E.D. (150*8) high mask light rajani chauk aek adad adhisthapit karne ki anusansha ki jati hai,2024-09-23,2024-12-06,850000.0,74,Physical Inspection,10.2,15.0,15.0,0.0,15.0,4.08,2.25,2.25,0.0,2.25,10.83,15.0,13.3,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18041/2024-2025/142800-Street lights,Bihar,PURNIA(DISTRICT PLANNING OFFICER PURNIA_IDA),RAJESH RANJAN ALIAS PAPPU YADAV,PURNEA,Normal/Others,16 miter unchai wale L.E.D. (150*8) high mask light renu udhan (line bajar) me aek adad adhisthapit karne ki anusansha ki jati hai,2024-09-23,2024-12-06,850000.0,74,Physical Inspection,10.2,15.0,15.0,0.0,15.0,4.08,2.25,2.25,0.0,2.25,10.83,15.0,13.3,Low,🟢 Project parameters within standard baseline bounds.
WS/MP743/2025-2026/142801-Construction of community centers and community halls,Tamil Nadu,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),Normal/Others,"Construction of PDS Building at Nedunkuram Panchayat, Kattankolathur Panchayat Union.",2024-09-23,2025-11-27,1010704.0,430,Physical Inspection,21.9,15.0,100.0,0.0,15.0,8.76,2.25,15.0,0.0,2.25,28.259999999999998,100.0,71.3,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 430 days.
WS/MP743/2025-2026/142802-Construction of buildings for community cultural activities,Tamil Nadu,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),Normal/Others,"Construction of Drama Stage at Govt Higher Secondary School, Karunguzh Town Panchayat.",2024-09-23,2025-08-05,900000.0,316,Work Completed,25.8,15.0,75.0,0.0,15.0,10.32,2.25,11.25,0.0,2.25,26.07,75.0,55.4,Medium,🔴 Delay anomaly: Recommendation-to-sanction lag of 316 days.
WS/MP743/2025-2026/142803-Construction of buildings for community cultural activities,Tamil Nadu,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),Normal/Others,"Construction of Drama Stage at Govt., Higher Secondary School at Achirupakkam.",2024-09-23,2026-01-06,900000.0,470,Physical Inspection,25.0,15.0,100.0,0.0,15.0,10.0,2.25,15.0,0.0,2.25,29.5,100.0,71.8,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 470 days.
WS/MP743/2025-2026/142804-Construction of community centers and community halls,Tamil Nadu,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),Normal/Others,Construction of PDS Building at Athimanam Panchayat.,2024-09-23,2025-12-31,799676.0,464,Physical Inspection,24.0,15.0,100.0,0.0,15.0,9.6,2.25,15.0,0.0,2.25,29.1,100.0,71.6,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 464 days.
WS/MP743/2025-2026/142805-Construction of bus-sheds or bus-stops,Tamil Nadu,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),Normal/Others,Construction of Bus Shelter at Anathamangalam Panchayat (Mettu Street) Neay Perumal Koil.,2024-09-23,2025-08-19,799198.0,330,Physical Inspection,15.1,15.0,75.0,0.0,15.0,6.04,2.25,11.25,0.0,2.25,21.79,75.0,53.7,Medium,🔴 Delay anomaly: Recommendation-to-sanction lag of 330 days.
WS/MP743/2025-2026/142806-Construction of buildings for community cultural activities,Tamil Nadu,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),Normal/Others,"Construction of Drama Stage at GWHSS, Erumbedu.",2024-09-23,2025-09-18,899711.0,360,Physical Inspection,17.9,15.0,75.0,0.0,15.0,7.16,2.25,11.25,0.0,2.25,22.91,75.0,54.2,Medium,🔴 Delay anomaly: Recommendation-to-sanction lag of 360 days.
WS/MP743/2025-2026/142807-Installing community drinking water plants,Tamil Nadu,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),Normal/Others,"Construction of RO Plant at Merku Cheyyur, Lathur Panchayat Union.",2024-09-23,2026-02-06,750000.0,501,Work Completed,32.3,15.0,100.0,0.0,15.0,12.92,2.25,15.0,0.0,2.25,32.42,100.0,73.0,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 501 days.
WS/MP743/2025-2026/142808-Construction of community centers and community halls,Tamil Nadu,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),Normal/Others,"Construction of PDS Buildings at Panakkattupakkam Panchayat, Thiruporur Panchayat Union.",2024-09-23,2025-04-30,1010707.0,219,Physical Inspection,12.5,15.0,75.0,0.0,15.0,5.0,2.25,11.25,0.0,2.25,20.75,75.0,53.3,Medium,🔴 Delay anomaly: Recommendation-to-sanction lag of 219 days.
WS/MP743/2025-2026/142809-Construction of water tanks,Tamil Nadu,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),Normal/Others,"Construction of 30000 Ltr OHT Tank at Nemmeli Panchayat, Thirporur Panchayat Union.",2024-09-23,2025-05-15,1499661.0,234,Physical Inspection,16.6,15.0,75.0,0.0,15.0,6.64,2.25,11.25,0.0,2.25,22.39,75.0,54.0,Medium,🔴 Delay anomaly: Recommendation-to-sanction lag of 234 days.
WS/  MP443/2025-2026/142841-Installation of fixed garden gym equipment,Madhya Pradesh,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar,RAJGARH,Normal/Others,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",2024-09-23,2025-04-21,387988.0,210,Work Completed,25.2,15.0,75.0,100.00000000000003,15.0,10.08,2.25,11.25,15.0,2.25,40.83,100.00000000000003,76.3,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 210 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/  MP443/2025-2026/142842-Installation of fixed garden gym equipment,Madhya Pradesh,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar,RAJGARH,Normal/Others,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",2024-09-23,2025-04-21,387988.0,210,Vendor Identification,20.2,15.0,75.0,100.00000000000003,15.0,8.08,2.25,11.25,15.0,2.25,38.83,100.00000000000003,75.5,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 210 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/  MP443/2025-2026/142843-Installation of fixed garden gym equipment,Madhya Pradesh,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar,RAJGARH,Normal/Others,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",2024-09-23,2025-04-21,387988.0,210,Work Completed,25.2,15.0,75.0,100.00000000000003,15.0,10.08,2.25,11.25,15.0,2.25,40.83,100.00000000000003,76.3,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 210 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/  MP443/2025-2026/142844-Installation of fixed garden gym equipment,Madhya Pradesh,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar,RAJGARH,Normal/Others,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",2024-09-23,2025-04-21,387988.0,210,Vendor Identification,20.2,15.0,75.0,100.00000000000003,15.0,8.08,2.25,11.25,15.0,2.25,38.83,100.00000000000003,75.5,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 210 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/  MP443/2025-2026/142845-Installation of fixed garden gym equipment,Madhya Pradesh,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar,RAJGARH,Normal/Others,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",2024-09-23,2025-04-21,387988.0,210,Work Completed,25.2,15.0,75.0,100.00000000000003,15.0,10.08,2.25,11.25,15.0,2.25,40.83,100.00000000000003,76.3,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 210 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/  MP443/2025-2026/142846-Installation of fixed garden gym equipment,Madhya Pradesh,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar,RAJGARH,Normal/Others,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",2024-09-23,2025-04-21,387988.0,210,Vendor Identification,20.2,15.0,75.0,100.00000000000003,15.0,8.08,2.25,11.25,15.0,2.25,38.83,100.00000000000003,75.5,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 210 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/  MP443/2025-2026/142847-Installation of fixed garden gym equipment,Madhya Pradesh,RAJGARH(DISTRICT COLLECTOR RAJGARH_IDA),Rodmal Nagar,RAJGARH,Normal/Others,"open gym material (ped deck, rover, air swing swing, leg press, surf board, cross trainer, parralel bar)",2024-09-23,2025-04-21,387988.0,210,Work Completed,25.2,15.0,75.0,100.00000000000003,15.0,10.08,2.25,11.25,15.0,2.25,40.83,100.00000000000003,76.3,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 210 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
