work_id,state,ida,mp_name,constituency,work_category,work_description_clean,recommended_dt,sanction_dt,sanction_amount,sanction_delay_days,work_status,v1_anomaly_score,cost_anomaly_score,delay_anomaly_score,duplicate_score,fund_utilization_score,v1_contrib,cost_contrib,delay_contrib,duplicate_contrib,fund_contrib,base_weighted_sum,max_signal,composite_risk_score,risk_level,risk_reasons
"WS/MP331/2025-2026/194382-Construction of roads, link roads, pathways or any other road with or without drainage system",Jammu And Kashmir,JAMMU(DEPUTY COMMISSIONER JAMMU_IDA),Shri Jugal Kishore Sharma,JAMMU,Normal/Others,Construction of Lane with Tile work at Mohalla Sallan at Ward No 05 village and Panchayat Kishanpur Kharta Block Dansal,2025-05-01,2025-07-14,250000.0,74,Work partially Completed,40.5,15.0,15.0,0.0,15.0,16.2,2.25,2.25,0.0,2.25,22.95,40.5,33.5,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18011/2025-2026/194384-Construction of rooms and halls in school and colleges,Andhra Pradesh,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),BASTIPATI NAGARAJU PANCHALINGALA,KURNOOL,Normal/Others,"Additional Amenities to IWH Boys Hostel, Kosigi, Kosigi Mandal, Mantralayam Constituency",2025-04-25,2025-05-23,489831.0,28,Physical Inspection,9.4,15.0,15.0,0.0,15.0,3.76,2.25,2.25,0.0,2.25,10.51,15.0,13.2,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18011/2025-2026/194385-Construction of rooms and halls in school and colleges,Andhra Pradesh,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),BASTIPATI NAGARAJU PANCHALINGALA,KURNOOL,Normal/Others,"Additional Amenities to Boys Hostel, Chinnahothur, Aspari Mandal, Alur Constituency",2025-04-25,2025-05-23,500000.0,28,Physical Inspection,9.4,15.0,15.0,0.0,15.0,3.76,2.25,2.25,0.0,2.25,10.51,15.0,13.2,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18011/2025-2026/194386-Construction of rooms and halls in school and colleges,Andhra Pradesh,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),BASTIPATI NAGARAJU PANCHALINGALA,KURNOOL,Normal/Others,"Additional Amenities to Boys Hostel, Pedda Kadubur, Peda Kadubur Mandal, Mantralayam Constituency",2025-04-25,2025-05-23,500000.0,28,Physical Inspection,9.4,15.0,15.0,0.0,15.0,3.76,2.25,2.25,0.0,2.25,10.51,15.0,13.2,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18011/2025-2026/194387-Construction of rooms and halls in school and colleges,Andhra Pradesh,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),BASTIPATI NAGARAJU PANCHALINGALA,KURNOOL,Normal/Others,"Additional Amenities to Boys Hostel, Adoni, Adoni Mandal, Adoni Constituency",2025-04-25,2025-05-23,499922.0,28,Physical Inspection,9.4,15.0,15.0,37.05203725747571,15.0,3.76,2.25,2.25,5.5578,2.25,16.0678,37.05203725747571,28.7,Low,🟢 Project parameters within standard baseline bounds.
WS/MP331/2025-2026/194388-Fitting of Sitting RCC Benches in Public Places,Jammu And Kashmir,JAMMU(DEPUTY COMMISSIONER JAMMU_IDA),Shri Jugal Kishore Sharma,JAMMU,Normal/Others,Construction of Plateform with Benches and Tile Work around Peepal Tree at Mohalla Mahajan Ward No 06 village and panchayat Kishanpur Kharta Block Dansal,2025-05-01,2025-07-14,250000.0,74,Sanction,28.8,15.0,15.0,0.0,15.0,11.52,2.25,2.25,0.0,2.25,18.27,28.8,24.6,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18011/2025-2026/194389-Construction of rooms and halls in school and colleges,Andhra Pradesh,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),BASTIPATI NAGARAJU PANCHALINGALA,KURNOOL,Normal/Others,"Additional Amenities to Boys Hostel, Ternekal, Devanakonda Mandal, Alur Constituency",2025-04-25,2025-05-23,500000.0,28,Physical Inspection,9.4,15.0,15.0,0.0,15.0,3.76,2.25,2.25,0.0,2.25,10.51,15.0,13.2,Low,🟢 Project parameters within standard baseline bounds.
"WS/MP331/2025-2026/194390-Construction of roads, link roads, pathways or any other road with or without drainage system",Jammu And Kashmir,JAMMU(DEPUTY COMMISSIONER JAMMU_IDA),Shri Jugal Kishore Sharma,JAMMU,Normal/Others,Construction of Lane with Tile work at Ward No 06 Mohalla Ganotra village and Panchayat Kishanpur Kharta Block Dansal,2025-05-01,2025-07-14,150000.0,74,Vendor Identification,32.0,15.0,15.0,0.0,15.0,12.8,2.25,2.25,0.0,2.25,19.55,32.0,27.0,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18011/2025-2026/194391-Construction of rooms and halls in school and colleges,Andhra Pradesh,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),BASTIPATI NAGARAJU PANCHALINGALA,KURNOOL,Normal/Others,"Additional Amenities to Boys Hostel, Pedda Harivanam, Adoni Mandal, Adoni Constituency",2025-04-25,2025-05-23,500000.0,28,Physical Inspection,9.4,15.0,15.0,37.05203725747571,15.0,3.76,2.25,2.25,5.5578,2.25,16.0678,37.05203725747571,28.7,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18011/2025-2026/194392-Construction of rooms and halls in school and colleges,Andhra Pradesh,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),BASTIPATI NAGARAJU PANCHALINGALA,KURNOOL,Repair and Renovation,"Repairs and Renovation at Girls Hostel, Kurnool",2025-04-25,2025-05-23,499943.0,28,Physical Inspection,43.3,15.0,15.0,0.0,15.0,17.32,2.25,2.25,0.0,2.25,24.07,43.3,35.6,Low,🟢 Project parameters within standard baseline bounds.
"WS/MP18359/2025-2026/194393-Purchase of IT systems, including hardware and software for educational purposes",Uttar Pradesh,AMROHA(DISTRICT MAGISTRATE JYOTIBAPHULE NAGAR_IDA),KANWAR SINGH TANWAR,AMROHA,Normal/Others,Block Amroha ke gram baseda taga me pm shri jawahar navoday vidyalaya me ek 25 KVA genrator instalation karya (Impliment Agency PCCD Amroha).,2025-04-25,2025-05-23,650519.0,28,Physical Inspection,8.1,15.0,15.0,0.0,15.0,3.24,2.25,2.25,0.0,2.25,9.99,15.0,13.0,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18359/2025-2026/194394-Lighting of public spaces,Uttar Pradesh,AMROHA(DISTRICT MAGISTRATE JYOTIBAPHULE NAGAR_IDA),KANWAR SINGH TANWAR,AMROHA,Normal/Others,Block Amroha ke gram baseda taga me pm shri jawahar navoday vidyalaya me 5 solar LED lights karya. (Impliment Agency PCCD Amroha).,2025-04-25,2025-05-23,97832.0,28,Physical Inspection,6.9,15.0,15.0,0.0,15.0,2.76,2.25,2.25,0.0,2.25,9.51,15.0,12.8,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18011/2025-2026/194395-Construction of rooms and halls in school and colleges,Andhra Pradesh,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),BASTIPATI NAGARAJU PANCHALINGALA,KURNOOL,Repair and Renovation,"Repair and Renovation at Girls Hostel, Gonegandla, Gondgandla Mandal, Yemmiganur Constituency",2025-04-25,2025-05-23,499696.0,28,Physical Inspection,43.3,15.0,15.0,0.0,15.0,17.32,2.25,2.25,0.0,2.25,24.07,43.3,35.6,Low,🟢 Project parameters within standard baseline bounds.
"WS/MP18172/2025-2026/194396-Construction of roads, link roads, pathways or any other road with or without drainage system",Rajasthan,DUNGARPUR(DISTRICT COLLECTOR DUNGARPUR_IDA),MANNA LAL RAWAT,UDAIPUR(ST),Normal/Others,gravel road with cutting gram ojari - surata main road to dinesh house,2025-04-30,2025-06-08,498916.0,39,Physical Inspection,14.6,15.0,15.0,0.0,15.0,5.84,2.25,2.25,0.0,2.25,12.59,15.0,14.0,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18011/2025-2026/194398-Construction of rooms and halls in school and colleges,Andhra Pradesh,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),BASTIPATI NAGARAJU PANCHALINGALA,KURNOOL,Repair and Renovation,"Repairs and Renovation at Boys Hostel, C. Belagal, C.Belagal Mandal, Kodumur Constituency",2025-04-25,2025-05-23,499989.0,28,Physical Inspection,43.3,15.0,15.0,0.0,15.0,17.32,2.25,2.25,0.0,2.25,24.07,43.3,35.6,Low,🟢 Project parameters within standard baseline bounds.
WS/MP433/2025-2026/194405-Renovation of ponds and lakes,Jharkhand,GIRIDIH(Deputy Commissioner Giridh_IDA),Annpurna Devi,KODARMA,Normal/Others,Construction of stairs next to the Sun Temple in Jamunia River in Panchayat Jarmune East of Block Bagodar,2025-04-25,2025-09-25,300000.0,153,Sanction,33.4,15.0,45.0,0.0,15.0,13.36,2.25,6.75,0.0,2.25,24.61,45.0,36.8,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18011/2025-2026/194406-Construction of rooms and halls in school and colleges,Andhra Pradesh,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),BASTIPATI NAGARAJU PANCHALINGALA,KURNOOL,Repair and Renovation,"Repairs and Renovation at Boys Hostel, Laddagiri No.1, Kodumur Mandal, Kodumur Constituency",2025-04-25,2025-05-23,497505.0,28,Physical Inspection,43.3,15.0,15.0,0.0,15.0,17.32,2.25,2.25,0.0,2.25,24.07,43.3,35.6,Low,🟢 Project parameters within standard baseline bounds.
"WS/  MP005/2025-2026/194407-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,Construction of C.C Road Work at Javol Chetanbhai Vakhatsinh Sodha House Towards Indrajeetsinh Mohanhbhai Sodha House Area,2025-04-25,2025-10-04,200000.0,162,Physical Inspection,13.0,15.0,45.0,0.0,15.0,5.2,2.25,6.75,0.0,2.25,16.45,45.0,33.6,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18011/2025-2026/194409-Construction of rooms and halls in school and colleges,Andhra Pradesh,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),BASTIPATI NAGARAJU PANCHALINGALA,KURNOOL,Repair and Renovation,"Repairs and Renovation at Boys Hostel, Laddarigi No.2, Kodumur Mandal, Kodumur Constituency",2025-04-25,2025-05-23,499557.0,28,Physical Inspection,43.3,15.0,15.0,0.0,15.0,17.32,2.25,2.25,0.0,2.25,24.07,43.3,35.6,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18011/2025-2026/194411-Construction of rooms and halls in school and colleges,Andhra Pradesh,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),BASTIPATI NAGARAJU PANCHALINGALA,KURNOOL,Repair and Renovation,"Repairs and Renovation at Boys Hostel, Amadaguntla, Kodumur Mandal, Kodumur Constituency",2025-04-25,2025-05-23,499994.0,28,Physical Inspection,43.3,15.0,15.0,0.0,15.0,17.32,2.25,2.25,0.0,2.25,24.07,43.3,35.6,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18011/2025-2026/194412-Construction of rooms and halls in school and colleges,Andhra Pradesh,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),BASTIPATI NAGARAJU PANCHALINGALA,KURNOOL,Repair and Renovation,"Repairs and Renovation at Hostel, Krishnagiri Mandal, Pattikonda Constituency",2025-04-25,2025-05-23,500000.0,28,Vendor Identification,52.4,15.0,15.0,0.0,15.0,20.96,2.25,2.25,0.0,2.25,27.71,52.4,42.5,Medium,🟢 Project parameters within standard baseline bounds.
"WS/MP433/2026-2027/194415-Construction of roads, link roads, pathways or any other road with or without drainage system",Jharkhand,GIRIDIH(Deputy Commissioner Giridh_IDA),Annpurna Devi,KODARMA,Normal/Others,Construction of pavers block road from Shiva temple to Bhuneshwar Hazam land in village Pathaldiha of Panchayat Aura of Block Bagodar,2025-04-25,2026-05-19,300000.0,389,Vendor Identification,46.9,15.0,100.0,0.0,15.0,18.76,2.25,15.0,0.0,2.25,38.260000000000005,100.0,75.3,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 389 days.
WS/MP18011/2025-2026/194418-Construction of rooms and halls in school and colleges,Andhra Pradesh,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),BASTIPATI NAGARAJU PANCHALINGALA,KURNOOL,Repair and Renovation,"Repairs and Renovation at Girls Hostel, Kodumur, Kodumur Mandal, Kodumur Constituency",2025-04-25,2025-05-23,500000.0,28,Physical Inspection,43.3,15.0,15.0,38.59195140750735,15.0,17.32,2.25,2.25,5.7888,2.25,29.858800000000002,43.3,37.9,Low,🟢 Project parameters within standard baseline bounds.
"WS/  MP005/2025-2026/194443-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Ahmedabad(DISTRICT COLLECTOR AHMADABAD_IDA),Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,Construction of Paver Block Work At Pasunj ni Muvadi Mohanbhai Darji House Area towards Rameshbhai House Area,2025-04-25,2025-07-01,300000.0,67,Physical Inspection,8.5,15.0,15.0,0.0,15.0,3.4,2.25,2.25,0.0,2.25,10.15,15.0,13.1,Low,🟢 Project parameters within standard baseline bounds.
"WS/  MP005/2025-2026/194444-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Ahmedabad(DISTRICT COLLECTOR AHMADABAD_IDA),Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,Construction of Paver Block Work At Pasunj Dungarjina Vas Area Vajaji Dahyaji House Area towards Main Road,2025-04-25,2025-07-01,250000.0,67,Work partially Completed,21.4,15.0,15.0,0.0,15.0,8.56,2.25,2.25,0.0,2.25,15.31,21.4,19.0,Low,🟢 Project parameters within standard baseline bounds.
"WS/  MP005/2025-2026/194445-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Ahmedabad(DISTRICT COLLECTOR AHMADABAD_IDA),Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,Construction of C.C Work At Bhikhabhai Prajapati House towards Gafurbhai Mansuri Shop Area,2025-04-25,2025-07-01,300000.0,67,Work partially Completed,21.3,15.0,15.0,0.0,15.0,8.52,2.25,2.25,0.0,2.25,15.27,21.3,18.9,Low,🟢 Project parameters within standard baseline bounds.
"WS/  MP005/2025-2026/194446-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Ahmedabad(DISTRICT COLLECTOR AHMADABAD_IDA),Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,Construction of Paver Block Work At Bharkunda Baldevji Shanaji House towards Main Road,2025-04-25,2025-07-01,199993.0,67,Physical Inspection,8.9,15.0,15.0,0.0,15.0,3.56,2.25,2.25,0.0,2.25,10.31,15.0,13.1,Low,🟢 Project parameters within standard baseline bounds.
"WS/  MP005/2025-2026/194447-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Ahmedabad(DISTRICT COLLECTOR AHMADABAD_IDA),Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,Construction of C.C Work Shaktimata Mandir Towards harijanVas Area,2025-04-25,2025-07-01,200000.0,67,Physical Inspection,8.9,15.0,15.0,0.0,15.0,3.56,2.25,2.25,0.0,2.25,10.31,15.0,13.1,Low,🟢 Project parameters within standard baseline bounds.
"WS/  MP005/2025-2026/194448-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,Ahmedabad(DISTRICT COLLECTOR AHMADABAD_IDA),Devusinh Jesingbhai Chauhan,KHEDA,Normal/Others,"Construction of Paver Block Work,infront of Varigruh Remaining Work",2025-04-25,2025-07-01,230698.0,67,Physical Inspection,8.6,15.0,15.0,0.0,15.0,3.44,2.25,2.25,0.0,2.25,10.19,15.0,13.1,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18011/2025-2026/194452-Construction of rooms and halls in school and colleges,Andhra Pradesh,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),BASTIPATI NAGARAJU PANCHALINGALA,KURNOOL,Repair and Renovation,"Repairs and Renovation at Boys Hostel, Mantralayam, Mantralayam Mandal, Mantralayam Constituency",2025-04-25,2025-05-23,500000.0,28,Physical Inspection,43.3,15.0,15.0,0.0,15.0,17.32,2.25,2.25,0.0,2.25,24.07,43.3,35.6,Low,🟢 Project parameters within standard baseline bounds.
WS/MP433/2025-2026/194454-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Jharkhand,GIRIDIH(Deputy Commissioner Giridh_IDA),Annpurna Devi,KODARMA,Normal/Others,Construction of cremation shed on the bank of Phoxo river in Dudhiano village of Chongakhar Panchayat of Birni block,2025-04-25,2025-09-25,300000.0,153,Sanction,33.4,15.0,45.0,0.0,15.0,13.36,2.25,6.75,0.0,2.25,24.61,45.0,36.8,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18011/2025-2026/194456-Construction of rooms and halls in school and colleges,Andhra Pradesh,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),BASTIPATI NAGARAJU PANCHALINGALA,KURNOOL,Repair and Renovation,"Repairs and Renovation at Boys Hostel, Maddikera, Maddikera Mandal, Pattikonda Constituency",2025-04-25,2025-05-23,499989.0,28,Physical Inspection,43.3,15.0,15.0,0.0,15.0,17.32,2.25,2.25,0.0,2.25,24.07,43.3,35.6,Low,🟢 Project parameters within standard baseline bounds.
WS/MP433/2025-2026/194459-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Jharkhand,GIRIDIH(Deputy Commissioner Giridh_IDA),Annpurna Devi,KODARMA,Normal/Others,Construction of crematorium shed on the banks of Pataiya river in village Chongakhar of Panchayat Chongakhar of Birni block,2025-04-25,2025-09-25,300000.0,153,Vendor Identification,38.1,15.0,45.0,0.0,15.0,15.24,2.25,6.75,0.0,2.25,26.490000000000002,45.0,37.6,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18397/2025-2026/194463-Development of playfields and sports grounds,Delhi,SOUTH(COMMISSIONER SOUTH),Bansuri Swaraj,NEW DELHI,Normal/Others,Provision and Laying of Synthetic Track,2025-04-25,2025-05-06,2879532.0,11,Physical Inspection,27.0,15.0,15.0,0.0,15.0,10.8,2.25,2.25,0.0,2.25,17.55,27.0,23.2,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18397/2026-2027/194473-Security gates in streets/public place for safety purpose,Delhi,CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT)),Bansuri Swaraj,NEW DELHI,Normal/Others,Installation of Boom barrier,2025-04-25,2026-07-01,308007.0,432,Sanction,36.6,15.0,100.0,0.0,15.0,14.64,2.25,15.0,0.0,2.25,34.14,100.0,73.7,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 432 days.
WS/MP18147/2025-2026/194474-Construction of buildings for community cultural activities,Odisha,MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA),NABA CHARAN MAJHI,MAYURBHANJ (ST),Normal/Others,Construction of Dola mandap At RadhaKrishna community  center At Belam(village)  Sankerko (GP) BLOCK Badasahi Executive agency ITDA(Baripada),2025-04-25,2025-08-07,500000.0,104,Vendor Identification,27.7,15.0,45.0,0.0,15.0,11.08,2.25,6.75,0.0,2.25,22.33,45.0,35.9,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18170/2025-2026/194491-Construction of boundary walls of existing public and community buildings,Rajasthan,SIKAR(DISTRICT COLLECTOR SIKAR_IDA),AMRARAM,SIKAR,Normal/Others,construcation walls of cremation ground shree kishan malis dhani jugalpura,2025-04-26,2025-07-02,599779.0,67,Physical Inspection,14.2,15.0,15.0,0.0,15.0,5.68,2.25,2.25,0.0,2.25,12.43,15.0,14.0,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18170/2025-2026/194492-Construction of rooms and halls in school and colleges,Rajasthan,SIKAR(DISTRICT COLLECTOR SIKAR_IDA),AMRARAM,SIKAR,Normal/Others,hall construcation work mandas baba stadium shahid shree harisingh  Sr Sec school jerthi,2025-04-26,2025-06-23,784000.0,58,Work partially Completed,32.9,15.0,15.0,0.0,15.0,13.16,2.25,2.25,0.0,2.25,19.91,32.9,27.7,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18170/2025-2026/194493-Improvement of electricity distribution infrastructure,Rajasthan,SIKAR(DISTRICT COLLECTOR SIKAR_IDA),AMRARAM,SIKAR,Normal/Others,electrical 11kv line shiffiting work village narodara (smt sanju devi house ),2025-04-26,2025-07-08,162000.0,73,Work partially Completed,30.2,15.0,15.0,0.0,15.0,12.08,2.25,2.25,0.0,2.25,18.83,30.2,25.7,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18170/2025-2026/194494-Construction of rooms and halls in school and colleges,Rajasthan,SIKAR(DISTRICT COLLECTOR SIKAR_IDA),AMRARAM,SIKAR,Normal/Others,construcation class room govt sr.sec.school morsani tali kadamakabas,2025-04-26,2025-08-04,700000.0,100,Work partially Completed,33.3,15.0,45.0,0.0,15.0,13.32,2.25,6.75,0.0,2.25,24.57,45.0,36.8,Low,🟢 Project parameters within standard baseline bounds.
WS/MP522/2025-2026/194497-Construction of bus-sheds or bus-stops,Andhra Pradesh,SRIKAKULAM(District Collector Srikakulam_IDA),Kinjarapu Ram Mohan Naidu,SRIKAKULAM,Normal/Others,Construction of Bus Shelter at Mathala village of Kothuru mandal,2025-04-26,2025-10-04,800000.0,161,Work partially Completed,38.5,15.0,45.0,0.0,15.0,15.4,2.25,6.75,0.0,2.25,26.65,45.0,37.7,Low,🟢 Project parameters within standard baseline bounds.
WS/MP522/2025-2026/194498-Construction of community centers and community halls,Andhra Pradesh,SRIKAKULAM(District Collector Srikakulam_IDA),Kinjarapu Ram Mohan Naidu,SRIKAKULAM,Normal/Others,Construction of Community Mandapam at Janniputtuga village of Kattivaram GP of Kanchili mandal,2025-04-26,2025-05-31,492068.0,35,Physical Inspection,9.4,15.0,15.0,0.0,15.0,3.76,2.25,2.25,0.0,2.25,10.51,15.0,13.2,Low,🟢 Project parameters within standard baseline bounds.
WS/MP347/2025-2026/194504-Street lights,Kerala,KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA),Shri Suresh Kodikunnil,MAVELIKKARA(SC),Normal/Others,"Provide Minimast Light at Valiyaveettil Muslim Juma Ath, Kidangayam Naduvil, Sooranadu South GP",2025-04-26,2025-05-12,250000.0,16,Sanction,23.7,15.0,15.0,0.0,15.0,9.48,2.25,2.25,0.0,2.25,16.23,23.7,20.7,Low,🟢 Project parameters within standard baseline bounds.
